x,y,layer1,layer2,voltage1,voltage2,current
2704.54,2645.46,TOP_LAYER,BOTTOM_LAYER,0,0.00172525,-9.78365
2667.07,2781.35,TOP_LAYER,BOTTOM_LAYER,0.00238087,0.0041708,-1.56367
2667.07,3194.5,TOP_LAYER,BOTTOM_LAYER,13.1767,13.1775,-0.695148
2704.54,3255.46,TOP_LAYER,BOTTOM_LAYER,13.18,13.179,5.90728
2667.07,3391.35,TOP_LAYER,BOTTOM_LAYER,13.1768,13.1776,-0.718204
2736.67,2613.33,TOP_LAYER,BOTTOM_LAYER,0.00259749,0.00379427,-1.0455
2736.67,2752.53,TOP_LAYER,BOTTOM_LAYER,0.00250313,0.00372257,-1.0653
2736.67,3223.33,TOP_LAYER,BOTTOM_LAYER,13.1771,13.1776,-0.386786
2736.67,3362.53,TOP_LAYER,BOTTOM_LAYER,13.1768,13.1776,-0.696905
2765.5,2682.93,TOP_LAYER,BOTTOM_LAYER,0.00238136,0.00346119,-0.943331
2765.5,3292.93,TOP_LAYER,BOTTOM_LAYER,13.1773,13.1777,-0.329566
2875.52,1817.63,TOP_LAYER,BOTTOM_LAYER,0.00805266,0.00805266,-1.0773e-14
2885.52,4152.63,TOP_LAYER,BOTTOM_LAYER,13.1708,13.1708,1.65473e-11
